flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
KL5923,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Jieheshi,China,10:47 AM,Charles de Gaulle,Otterburn Park,Canada,21,KL,SWQ,SGL,7/15/2022,11:49 PM,7949.27,465,260.67,On Time,C4
EK8169,Emirates,Dubai International,Bayanhoshuu,Mongolia,7:59 AM,Hamad International,Monastirákion,Greece,1,EK,MYQ,YZY,6/9/2022,10:44 PM,1517.98,189,475.76,Delayed,C2
SK3316,SAS Scandinavian,Copenhagen Airport,Oke Mesi,Nigeria,11:19 PM,Charles de Gaulle,Chengguan,China,9,SK,CUR,KUT,1/15/2022,5:00 PM,2137.04,151,312.26,Delayed,A3
BA7948,British Airways,Heathrow,Zgornje Pirniče,Slovenia,5:07 AM,Leonardo da Vinci International,Shah Alam,Malaysia,21,BA,ERQ,DMU,3/6/2022,2:33 PM,7337.15,180,55.34,On Time,C4
AZ8270,Alitalia,Leonardo da Vinci International,Cijayana,Indonesia,6:00 PM,Charles de Gaulle,Yuzawa,Japan,13,AZ,OGZ,BCA,9/13/2022,7:26 PM,9556.95,126,164.56,Delayed,C1
KL5248,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Torkanivka,Ukraine,9:32 AM,Toronto Pearson,Oberá,Argentina,15,KL,MSP,BBG,6/12/2022,3:15 AM,8886.16,89,172.84,On Time,B1
BA6160,British Airways,Heathrow,Villa Castelli,Argentina,8:45 PM,Charles de Gaulle,Créteil,France,2,BA,TNT,DNK,11/17/2022,9:59 PM,3896.61,232,247.52,On Time,C1
NH2995,All Nippon Airways,Haneda,Khvānsār,Iran,9:58 PM,Changi,Rennes,France,17,NH,CTU,YKT,2/22/2022,12:52 PM,5703.32,83,390.65,On Time,C1
SA4851,South African Airways,O.R. Tambo International,Šentrupert,Slovenia,8:20 AM,Charles de Gaulle,Rennes,France,4,SA,CBB,XLO,12/24/2022,3:53 AM,7537.51,59,255.05,Delayed,C4
KE3954,Korean Air,Incheon International,Sambongpari,Indonesia,9:54 AM,Hong Kong International,Magisterial,Mexico,5,KE,KXA,BVM,5/3/2022,8:42 AM,927.48,98,281.04,On Time,C2
WN4924,Southwest Airlines,Los Angeles International,Huolianpo,China,1:43 PM,San Francisco International,Narawayong,Indonesia,23,WN,LLG,KLI,12/28/2022,3:13 PM,5518.46,440,61.77,On Time,C2
ET8279,Ethiopian Airlines,Bole International,Malino,Philippines,2:12 AM,Leonardo da Vinci International,Andamui,Indonesia,10,ET,YKO,GRV,4/8/2022,7:47 AM,9324.81,248,235.87,On Time,A2
AI6757,Air India,Indira Gandhi International,Châteauroux,France,7:01 PM,Incheon International,Hengduo,China,6,AI,GYI,HLP,3/27/2022,8:50 AM,876.73,373,403.73,On Time,C2
KL5768,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Bunirasa,Indonesia,8:38 PM,Charles de Gaulle,Allanridge,South Africa,9,KL,NTX,HER,12/5/2022,4:56 PM,6599.52,500,73.36,Delayed,C2
BA4592,British Airways,Heathrow,Bessonovka,Russia,8:58 AM,Stockholm Arlanda,Luxor,Egypt,22,BA,SDL,OUL,3/8/2022,6:01 AM,9200.35,276,306.21,On Time,A3
TG2649,Thai Airways,Suvarnabhumi,Konkwesso,Nigeria,10:46 AM,Melbourne Airport,Guaratuba,Brazil,9,TG,CXN,ABJ,7/15/2022,7:30 PM,4948.62,104,210.98,On Time,B1
QF7728,Qantas,Sydney Airport,Shengshan,China,1:19 AM,O'Hare International,Oxelösund,Sweden,16,QF,NAG,QRT,8/10/2022,10:32 PM,7756.71,96,216.42,On Time,C3
AC8903,Air Canada,Toronto Pearson,Yangji,China,8:46 PM,John F. Kennedy International,La Rochelle,France,4,AC,FOD,HIS,8/21/2022,7:01 PM,9700.45,101,141.25,Cancelled,C4
AV6614,Avianca,El Dorado International,Markovo,Russia,9:57 AM,O'Hare International,Beloeil,Canada,8,AV,AOO,YMM,10/11/2022,10:17 PM,4563.29,194,494.11,Delayed,B1
SA1355,South African Airways,O.R. Tambo International,Nageswari,Bangladesh,6:34 PM,Charles de Gaulle,Dongtuan,China,10,SA,TOZ,BZP,5/22/2022,8:08 AM,1317.97,404,424.81,On Time,A1
LA5144,LATAM Airlines,São Paulo/Guarulhos International,Sélestat,France,7:04 PM,Jomo Kenyatta International,Corrego Grande,Brazil,20,LA,MNG,QDJ,7/7/2022,2:18 AM,4130.06,186,176.1,Delayed,B2
KE8581,Korean Air,Incheon International,Diébougou,Burkina Faso,10:57 PM,Suvarnabhumi,Thiers,France,20,KE,LAM,KGX,8/10/2022,6:18 PM,6353.96,281,335.93,On Time,C3
DL2865,Delta Air Lines,John F. Kennedy International,Jingtan,China,7:50 PM,Hartsfield-Jackson Atlanta,Sutton,Canada,11,DL,WHU,JKR,12/14/2022,8:12 AM,165.69,305,223.97,Cancelled,B1
DL3070,Delta Air Lines,John F. Kennedy International,Rueil-Malmaison,France,7:51 AM,Zurich Airport,Mabua,Philippines,19,DL,AXV,JHQ,4/13/2022,9:57 PM,1932.05,455,425.22,Cancelled,C2
CX4626,Cathay Pacific,Hong Kong International,Phan Rang-Tháp Chàm,Vietnam,7:46 PM,Changi,Khorramābād,Iran,4,CX,KMO,PTQ,11/7/2022,8:23 PM,4725.63,438,350.59,On Time,A3
QR5361,Qatar Airways,Hamad International,Langsa,Indonesia,10:55 AM,Jomo Kenyatta International,Paris La Défense,France,16,QR,ZVK,KOV,1/30/2022,10:58 AM,9686.57,231,379.62,On Time,C4
IB1115,Iberia,Adolfo Suárez Madrid–Barajas,Herne,Germany,6:55 AM,Charles de Gaulle,Podbuzh,Ukraine,9,IB,TDW,OES,4/8/2022,4:59 PM,318.18,233,135.83,Delayed,B2
AA1630,American Airlines,John F. Kennedy International,Lichtenburg,South Africa,10:38 PM,Hartsfield-Jackson Atlanta,Cairima,China,7,AA,TIM,EST,11/21/2022,3:49 AM,6511.26,285,112.09,Delayed,C4
KL6990,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Ongandjera,Namibia,11:12 PM,Charles de Gaulle,Lubumbashi,Democratic Republic of the Congo,14,KL,HIO,SLT,4/27/2022,10:10 PM,6684.69,498,225.81,On Time,C1
AM4317,Aeroméxico,Benito Juárez International,Kuching,Malaysia,2:08 PM,O'Hare International,Si Bun Rueang,Thailand,3,AM,YVZ,ARJ,5/19/2022,2:52 PM,7702.45,214,121.02,On Time,A1
AI1298,Air India,Indira Gandhi International,Sukamahi Satu,Indonesia,5:38 AM,Chhatrapati Shivaji International,Maoshan,China,24,AI,BJB,SUK,9/15/2022,3:34 PM,9230.2,302,277.84,Delayed,B2
DL2500,Delta Air Lines,John F. Kennedy International,Kolor,Indonesia,11:28 PM,Hartsfield-Jackson Atlanta,Pryazha,Russia,12,DL,LUP,LOW,1/21/2022,2:35 AM,1682.35,346,410.66,Delayed,C2
AF6795,Air France,Charles de Gaulle,Abaetetuba,Brazil,9:30 AM,Frankfurt Airport,Kuching,Malaysia,4,AF,PKR,GAD,9/10/2022,11:00 PM,9309.18,186,63.51,On Time,B1
KE2503,Korean Air,Incheon International,Shihuiqiao,China,6:54 AM,Haneda,Žatec,Czech Republic,23,KE,TIX,GPD,8/13/2022,11:25 AM,8992.54,140,53.81,Cancelled,C4
EK4464,Emirates,Dubai International,Oibioin,Indonesia,4:43 AM,Bole International,Si Narong,Thailand,17,EK,NGO,UIR,6/8/2022,5:13 AM,3132.31,165,363.24,On Time,C1
KE2298,Korean Air,Incheon International,Cergy-Pontoise,France,2:18 PM,Chhatrapati Shivaji International,Chilly-Mazarin,France,3,KE,VBG,MCG,8/12/2022,10:42 PM,4151.6,489,163.93,On Time,C1
AI4678,Air India,Indira Gandhi International,Velagići,Bosnia and Herzegovina,6:47 PM,Chhatrapati Shivaji International,Axioúpoli,Greece,14,AI,AVW,ALF,6/16/2022,11:44 PM,7972.9,101,156.48,Cancelled,C4
LA4273,LATAM Airlines,São Paulo/Guarulhos International,Sadao,Thailand,7:50 PM,Ministro Pistarini International,Nishio,Japan,5,LA,HLU,ARG,12/17/2022,2:28 PM,262.89,190,297.93,On Time,C4
IB7768,Iberia,Adolfo Suárez Madrid–Barajas,Itaúna,Brazil,3:47 AM,O.R. Tambo International,Yangiyŭl,Uzbekistan,1,IB,LNC,LAR,11/2/2022,5:36 AM,8109.57,297,368.89,On Time,C4
LH3940,Lufthansa,Frankfurt Airport,Qaffīn,Palestinian Territory,9:17 AM,Charles de Gaulle,Sriwing,Indonesia,9,LH,XKY,PTT,4/10/2022,6:35 AM,3179.43,371,85.85,On Time,B2
QR5924,Qatar Airways,Hamad International,Huanggong,China,12:30 AM,Bole International,Tādif,Syria,4,QR,JNJ,ZIG,8/13/2022,2:35 PM,5255.8,466,444.0,On Time,A2
EK8076,Emirates,Dubai International,Zárate,Argentina,4:18 AM,Hamad International,Tabalong,Philippines,10,EK,KVA,MEH,7/29/2022,10:49 PM,2986.88,457,293.64,Cancelled,C3
QF9271,Qantas,Sydney Airport,Pathum Ratchawongsa,Thailand,2:03 PM,Melbourne Airport,Aykol,China,7,QF,HOD,EUM,9/6/2022,12:47 AM,7985.24,259,246.28,Cancelled,B2
AC4052,Air Canada,Toronto Pearson,Ōyama,Japan,9:58 PM,John F. Kennedy International,Lazarat,Albania,6,AC,TOG,ZEM,2/12/2022,6:18 PM,7083.09,358,417.33,Delayed,B2
UA9950,United Airlines,Los Angeles International,Kaem,Indonesia,2:56 PM,San Francisco International,Melaka,Malaysia,7,UA,HED,CBX,9/7/2022,2:00 AM,165.37,338,89.84,On Time,C1
DL8128,Delta Air Lines,John F. Kennedy International,Anchau,Nigeria,5:41 AM,Hartsfield-Jackson Atlanta,Kuaro,Indonesia,21,DL,TDW,CRM,3/8/2022,4:43 AM,8090.49,72,304.38,On Time,A1
AZ8773,Alitalia,Leonardo da Vinci International,Skuodas,Lithuania,12:48 AM,Charles de Gaulle,Las Lajas,Argentina,7,AZ,KEG,EPL,2/23/2022,5:23 PM,9175.8,296,142.26,Delayed,A3
NZ5573,Air New Zealand,Auckland Airport,Klimontów,Poland,3:13 AM,Changi,Kusheriki,Nigeria,14,NZ,CRM,LII,5/9/2022,12:44 AM,5462.75,452,498.81,Delayed,C4
LA4035,LATAM Airlines,São Paulo/Guarulhos International,Caldas da Felgueira,Portugal,1:19 AM,Hamad International,General Arenales,Argentina,23,LA,MGU,UDI,6/26/2022,8:40 PM,2101.32,500,406.54,On Time,B1
AV1487,Avianca,El Dorado International,Gulariyā,Nepal,10:01 PM,O'Hare International,Huaqiao,China,16,AV,MRK,KTS,2/2/2022,6:50 PM,1294.19,75,401.09,Delayed,B1
KE1149,Korean Air,Incheon International,Hŭngju-dong,North Korea,8:19 AM,Haneda,Midland,United States,5,KE,TTH,MBQ,12/27/2022,9:43 PM,5424.41,393,388.28,On Time,C3
QF2015,Qantas,Sydney Airport,Dek’emhāre,Eritrea,3:02 PM,Melbourne Airport,Huaihe,China,13,QF,FSD,YGR,3/7/2022,4:19 AM,1273.11,80,120.95,On Time,A2
TG2641,Thai Airways,Suvarnabhumi,Porto Seguro,Brazil,12:52 PM,Changi,Daixi,China,8,TG,TYA,KLO,3/4/2022,6:06 PM,2072.58,265,155.06,On Time,B2
QF5081,Qantas,Sydney Airport,Mikulovice,Czech Republic,5:28 PM,Melbourne Airport,Lethbridge,Canada,13,QF,RDN,YBH,9/10/2022,10:58 AM,3226.59,97,90.25,On Time,C3
AF1538,Air France,Charles de Gaulle,Shaliangzi,China,4:44 AM,Frankfurt Airport,Tianchi,China,19,AF,MYG,AFI,2/11/2022,4:21 AM,9848.07,143,419.1,On Time,B1
UA1770,United Airlines,Los Angeles International,Alebtong,Uganda,8:18 AM,Dubai International,Zeqin,China,14,UA,VIT,AAG,5/22/2022,12:35 AM,1387.12,391,88.46,Cancelled,B2
AF7505,Air France,Charles de Gaulle,Czernikowo,Poland,8:23 PM,Frankfurt Airport,Singgugu,Indonesia,7,AF,0,OVD,12/14/2022,10:52 AM,849.73,126,422.95,On Time,A2
KL9285,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Ziway,Ethiopia,11:38 AM,Leonardo da Vinci International,Boracéia,Brazil,21,KL,MJT,UDI,1/25/2022,12:56 PM,1159.24,326,136.84,On Time,C3
AM6577,Aeroméxico,Benito Juárez International,Kanchanaburi,Thailand,6:42 PM,O'Hare International,Bilozerka,Ukraine,14,AM,EDO,MZD,9/20/2022,10:31 AM,6949.3,361,298.75,On Time,C3
DL5099,Delta Air Lines,John F. Kennedy International,Pedro II,Brazil,9:40 AM,Hartsfield-Jackson Atlanta,São Sepé,Brazil,21,DL,CSA,UHE,1/30/2022,11:31 AM,3779.54,263,376.57,On Time,C4
AM4717,Aeroméxico,Benito Juárez International,Pantang,China,7:51 PM,O'Hare International,Wanfu,China,16,AM,MBB,JQA,12/15/2022,7:16 PM,8044.38,76,462.73,On Time,C3
WN8883,Southwest Airlines,Los Angeles International,Ketanggi,Indonesia,1:00 AM,Chhatrapati Shivaji International,Ḩabūr,Yemen,7,WN,OSW,NOG,11/28/2022,8:00 PM,4659.14,66,182.82,On Time,C2
DL4345,Delta Air Lines,John F. Kennedy International,Karlskoga,Sweden,7:17 PM,Copenhagen Airport,Chernigovka,Russia,9,DL,EVV,DEB,11/23/2022,6:36 AM,6839.72,398,413.54,Delayed,C2
LA9176,LATAM Airlines,São Paulo/Guarulhos International,Obo,Central African Republic,2:12 PM,Ministro Pistarini International,Xinxikou,China,23,LA,OKC,SYM,1/12/2022,10:38 PM,1063.16,103,457.31,On Time,B1
NZ9438,Air New Zealand,Auckland Airport,Purwokerto,Indonesia,8:43 AM,Sydney Airport,Kulutan,Indonesia,4,NZ,HSV,OGS,9/30/2022,12:31 PM,4692.03,436,146.82,On Time,B2
SK5933,SAS Scandinavian,Copenhagen Airport,Satuba,Brazil,2:28 PM,Munich Airport,Buliu,China,23,SK,EUC,KML,7/23/2022,11:27 PM,6458.47,255,377.4,On Time,C4
ET6681,Ethiopian Airlines,Bole International,Várzea,Portugal,3:13 AM,Hamad International,Buruanga,Philippines,18,ET,DRU,GAG,7/17/2022,7:37 AM,1995.87,282,68.61,On Time,C1
TG9115,Thai Airways,Suvarnabhumi,Shalizhai,China,12:32 AM,Changi,Nunsena,Indonesia,22,TG,ULD,NSH,9/23/2022,6:25 PM,6253.77,199,448.52,On Time,A2
SA8676,South African Airways,O.R. Tambo International,Féres,Greece,7:33 PM,Hartsfield-Jackson Atlanta,Pangao,Philippines,16,SA,SJO,BEK,1/17/2022,2:35 PM,4534.36,71,226.63,Delayed,C2
TG7112,Thai Airways,Suvarnabhumi,Reforma,Mexico,3:58 AM,Dubai International,George Hill,Anguilla,14,TG,DCG,IGA,10/25/2022,10:05 AM,8269.15,429,292.17,On Time,C2
SA3103,South African Airways,O.R. Tambo International,Fubin,China,7:17 PM,Charles de Gaulle,Katwijk,Netherlands,23,SA,MQE,KGY,10/15/2022,1:12 PM,6781.99,190,345.34,Delayed,B1
AC1444,Air Canada,Toronto Pearson,Kaliwates,Indonesia,10:43 AM,John F. Kennedy International,Ruma,Serbia,6,AC,PVU,CXA,12/19/2022,6:11 AM,4445.93,237,368.75,On Time,C1
NH6079,All Nippon Airways,Haneda,Golema Rečica,Macedonia,2:00 AM,Incheon International,Wilkes Barre,United States,14,NH,HYN,OMD,3/18/2022,2:42 PM,6144.38,218,52.87,Delayed,C2
EK8848,Emirates,Dubai International,Xubu,China,2:18 AM,Logan International,Tutayev,Russia,2,EK,CTO,FRR,10/18/2022,12:25 AM,7807.39,490,276.56,On Time,C4
AM5515,Aeroméxico,Benito Juárez International,Tarikolot,Indonesia,1:31 PM,O'Hare International,Khodasy,Belarus,1,AM,SUT,NDG,7/26/2022,2:29 PM,3870.14,214,383.69,On Time,A2
NH6836,All Nippon Airways,Haneda,Valencia,Spain,10:58 AM,Incheon International,Kayanza,Burundi,21,NH,HIW,RMA,5/1/2022,5:06 PM,3226.19,339,494.76,On Time,A2
SK9204,SAS Scandinavian,Copenhagen Airport,Lugulu,Kenya,6:03 AM,Charles de Gaulle,Salinas,Brazil,12,SK,LPK,KPF,11/14/2022,8:35 AM,1446.55,339,394.29,On Time,C1
AM5280,Aeroméxico,Benito Juárez International,Mingfeng,China,10:15 AM,Leonardo da Vinci International,Mesopotam,Albania,5,AM,JOS,CWW,9/19/2022,12:43 AM,9738.79,169,384.4,On Time,C4
AM5743,Aeroméxico,Benito Juárez International,Saray,Azerbaijan,3:09 AM,Jomo Kenyatta International,Velká Bíteš,Czech Republic,12,AM,RKY,SKX,8/3/2022,8:06 PM,4840.12,50,84.59,On Time,A3
NZ4614,Air New Zealand,Auckland Airport,Miguel Hidalgo,Mexico,11:26 PM,Sydney Airport,Marne-la-Vallée,France,11,NZ,CVF,RKP,10/19/2022,5:44 PM,7273.4,262,449.2,On Time,C3
NH8164,All Nippon Airways,Haneda,Sanli,China,3:51 PM,Leonardo da Vinci International,Ryczywół,Poland,1,NH,DGP,OKQ,7/12/2022,5:48 PM,141.58,465,422.12,Delayed,B1
QR7949,Qatar Airways,Hamad International,Niquinohomo,Nicaragua,11:09 PM,Jomo Kenyatta International,Nazca,Peru,12,QR,SFZ,PME,1/31/2022,8:17 PM,2643.57,303,258.48,Delayed,A1
NZ5033,Air New Zealand,Auckland Airport,Pyskowice,Poland,11:20 AM,Hamad International,Yamen,China,24,NZ,CSN,BGP,9/6/2022,2:30 AM,3187.76,147,456.19,On Time,B2
WN4007,Southwest Airlines,Los Angeles International,Kohlu,Pakistan,12:30 PM,San Francisco International,Pindangan Centro,Philippines,15,WN,BZZ,TKP,10/26/2022,11:16 AM,6686.76,435,261.0,Delayed,A1
AI6849,Air India,Indira Gandhi International,Nabīnagar,Bangladesh,1:03 PM,Chhatrapati Shivaji International,Fort-de-France,Martinique,11,AI,MBU,UUA,6/15/2022,1:35 AM,4499.0,89,421.59,On Time,A1
AZ3832,Alitalia,Leonardo da Vinci International,Magoúla,Greece,7:44 PM,Charles de Gaulle,Miranda,Colombia,24,AZ,HBE,COH,1/23/2022,12:41 AM,1898.47,175,69.56,On Time,B1
CX3660,Cathay Pacific,Hong Kong International,Kalinovskaya,Russia,5:30 AM,Changi,Santa Cruz da Graciosa,Portugal,16,CX,CWS,CKG,1/11/2022,2:06 AM,1084.1,230,349.95,On Time,A3
KL8992,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Galapa,Colombia,8:50 AM,Charles de Gaulle,Changliang,China,13,KL,WBW,YYF,9/6/2022,7:05 AM,5011.87,392,288.49,Cancelled,A1
AA1876,American Airlines,John F. Kennedy International,Novyy Uoyan,Russia,2:25 AM,Dallas/Fort Worth International,Panacan,Philippines,9,AA,ATE,HOG,11/1/2022,2:06 PM,1349.7,135,78.27,Delayed,B2
AZ5754,Alitalia,Leonardo da Vinci International,Ampara,Sri Lanka,6:20 PM,Charles de Gaulle,Sevilla,Spain,13,AZ,VME,YZR,4/3/2022,1:08 AM,6394.39,224,358.99,On Time,B2
AA9066,American Airlines,John F. Kennedy International,Chiscas,Colombia,8:36 AM,Hartsfield-Jackson Atlanta,Washington,United States,9,AA,TEG,MBH,1/19/2022,11:58 AM,4753.0,153,178.71,Delayed,C4
TG7596,Thai Airways,Suvarnabhumi,Kasaoka,Japan,7:40 PM,Seattle-Tacoma International,Pasirpanjang,Indonesia,3,TG,TEG,YQX,8/17/2022,12:31 PM,7895.89,262,363.48,On Time,C1
CX2642,Cathay Pacific,Hong Kong International,Velké Němčice,Czech Republic,5:51 PM,Changi,Bela Vista,Brazil,19,CX,HNI,NVR,12/30/2022,9:00 AM,5195.5,490,380.54,On Time,A3
WN3451,Southwest Airlines,Los Angeles International,Azua,Dominican Republic,7:48 AM,Jomo Kenyatta International,Elverum,Norway,14,WN,IOK,ESB,3/16/2022,2:11 AM,5729.41,267,253.06,Delayed,B1
NZ5791,Air New Zealand,Auckland Airport,Kněžpole,Czech Republic,8:47 AM,Toronto Pearson,Kabar Utara,Indonesia,5,NZ,LEF,WPC,9/29/2022,3:23 PM,6116.81,134,184.91,Delayed,B1
SA1355,South African Airways,O.R. Tambo International,Mairiporã,Brazil,11:08 PM,Charles de Gaulle,Jelcz,Poland,23,SA,GXH,BBQ,6/2/2022,10:16 PM,962.13,162,57.01,Delayed,C1
AC5745,Air Canada,Toronto Pearson,Mogi Guaçu,Brazil,8:42 AM,Logan International,Mātli,Pakistan,24,AC,WUX,LBB,3/22/2022,10:21 AM,9098.87,87,125.3,On Time,C2
AC7315,Air Canada,Toronto Pearson,Kadudampit,Indonesia,8:21 PM,John F. Kennedy International,El Progreso,Honduras,21,AC,LOO,LCQ,4/6/2022,11:40 PM,2020.53,299,75.92,On Time,C4
CX7663,Cathay Pacific,Hong Kong International,Talanga,Honduras,3:36 PM,Changi,Sanghan,Philippines,15,CX,UKB,ZQN,6/17/2022,8:07 AM,5543.64,432,298.64,Delayed,A1
AC7112,Air Canada,Toronto Pearson,Muara,Indonesia,6:06 PM,John F. Kennedy International,Acarigua,Venezuela,10,AC,KBJ,PCV,11/25/2022,5:10 PM,2584.62,107,285.25,On Time,A2
BA3914,British Airways,Heathrow,Moyynkum,Kazakhstan,12:52 PM,Charles de Gaulle,Dole,France,1,BA,XIN,SOY,2/12/2022,2:12 AM,859.2,205,228.64,On Time,C3
AC5311,Air Canada,Toronto Pearson,Concepcion,Philippines,8:30 AM,John F. Kennedy International,Barranquilla,Colombia,13,AC,PPK,WLG,11/2/2022,12:36 AM,4985.66,494,96.19,On Time,A1
QR3183,Qatar Airways,Hamad International,Seshcha,Russia,6:05 AM,Bole International,Helsingborg,Sweden,2,QR,AAU,0,10/20/2022,11:19 PM,4377.0,291,391.64,On Time,C4
DL3149,Delta Air Lines,John F. Kennedy International,North Perth,Canada,11:32 AM,Hartsfield-Jackson Atlanta,Yuanling,China,1,DL,BOJ,YRS,9/16/2022,8:34 PM,179.65,373,325.05,On Time,B1
NZ3376,Air New Zealand,Auckland Airport,Qiaosi,China,7:21 AM,Brisbane Airport,Dongguang,China,15,NZ,GNV,PHA,12/8/2022,6:16 PM,1820.71,451,193.64,On Time,C1
UA6353,United Airlines,Los Angeles International,Warudoyong,Indonesia,11:46 PM,San Francisco International,Toba,Serbia,8,UA,PKW,BMO,12/1/2022,4:56 PM,7854.5,298,414.97,Delayed,C4
KE3490,Korean Air,Incheon International,Xiongchi,China,6:20 AM,Haneda,Rongdoi,China,19,KE,WCH,JAD,7/2/2022,12:10 AM,3351.14,89,202.84,Cancelled,B2
AV9889,Avianca,El Dorado International,Cabangahan,Philippines,6:06 PM,O'Hare International,Pandaan,Indonesia,24,AV,MNK,ASB,10/21/2022,4:43 PM,8481.41,336,392.49,On Time,C3
AF6128,Air France,Charles de Gaulle,Shardara,Kazakhstan,4:11 PM,Munich Airport,Piracanjuba,Brazil,3,AF,SWS,BZF,6/5/2022,8:01 PM,1328.57,239,444.73,On Time,C4
NZ6764,Air New Zealand,Auckland Airport,Salinas,Brazil,2:05 PM,Sydney Airport,Konde,Tanzania,6,NZ,LBE,LZR,6/27/2022,9:57 PM,6787.21,443,81.51,Delayed,C1
AM5814,Aeroméxico,Benito Juárez International,Ånge,Sweden,11:48 PM,O'Hare International,Na Yong,Thailand,8,AM,UNA,DLR,1/21/2022,9:33 AM,9490.56,91,61.45,On Time,B2
AM3107,Aeroméxico,Benito Juárez International,Mönchengladbach,Germany,12:54 AM,O'Hare International,Macatuba,Brazil,11,AM,JDN,JOL,7/3/2022,10:42 AM,3678.43,460,97.66,On Time,C1
KE3458,Korean Air,Incheon International,Wujingfu,China,8:16 AM,Haneda,Itambacuri,Brazil,9,KE,WJR,DQM,6/17/2022,4:33 PM,6262.77,344,363.13,On Time,C3
QF1141,Qantas,Sydney Airport,Moroni,Comoros,6:26 PM,Melbourne Airport,Kariya,Japan,9,QF,KLZ,NDI,10/27/2022,7:44 PM,5606.2,129,392.01,On Time,A3
LA7890,LATAM Airlines,São Paulo/Guarulhos International,Poroçan,Albania,2:11 AM,Ministro Pistarini International,Fangxi,China,1,LA,BWX,ETR,9/6/2022,3:09 AM,2993.01,359,222.54,Delayed,C2
AM7778,Aeroméxico,Benito Juárez International,Khānaqāh,Afghanistan,10:38 PM,O'Hare International,Cala,South Africa,9,AM,DAP,MGS,6/24/2022,8:36 AM,1453.02,496,73.29,On Time,B2
EK4464,Emirates,Dubai International,Kanália,Greece,3:09 PM,Bole International,Touama,Morocco,12,EK,LGL,YVE,3/26/2022,4:23 AM,2266.35,225,82.68,On Time,A2
KL7317,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Florencia,Colombia,4:52 PM,Charles de Gaulle,Cernache do Bonjardim,Portugal,11,KL,PGK,KGM,10/19/2022,3:50 PM,4422.84,152,248.63,On Time,B1
AF7307,Air France,Charles de Gaulle,Suizhong,China,9:53 PM,Frankfurt Airport,Marseille,France,6,AF,GYL,TFL,6/20/2022,4:02 PM,9218.55,174,70.92,On Time,A2
QR6945,Qatar Airways,Hamad International,Ponte,Portugal,2:50 PM,Adolfo Suárez Madrid–Barajas,Chiri-Yurt,Russia,8,QR,NYU,GSM,7/13/2022,2:09 PM,6196.92,64,76.34,On Time,A3
CX2504,Cathay Pacific,Hong Kong International,Putina,Peru,6:02 AM,Kuala Lumpur International,Santa Rita do Sapucaí,Brazil,14,CX,MDL,YUD,6/7/2022,9:28 PM,3302.49,496,414.66,On Time,A3
LH4515,Lufthansa,Frankfurt Airport,Palaiópyrgos,Greece,6:25 AM,Charles de Gaulle,Guandiping,China,16,LH,GMS,AOG,12/23/2022,1:06 AM,4101.37,260,460.48,On Time,C4
LH9130,Lufthansa,Frankfurt Airport,Pogórze,Poland,4:05 PM,Charles de Gaulle,Moijabana,Botswana,13,LH,HEW,LXR,9/23/2022,3:24 AM,6614.79,306,344.95,On Time,A2
NH2978,All Nippon Airways,Haneda,Mushu,China,11:36 PM,Hong Kong International,Srinagarindra,Thailand,16,NH,CGM,MQD,9/21/2022,5:37 AM,8485.88,158,119.99,On Time,C3
ET5802,Ethiopian Airlines,Bole International,Hangou,China,4:36 AM,Hamad International,Kota Kinabalu,Malaysia,7,ET,CLT,MER,12/5/2022,2:22 AM,7612.81,467,334.74,Delayed,B2
BA7976,British Airways,Heathrow,Sendafa,Ethiopia,1:10 PM,Adolfo Suárez Madrid–Barajas,Chunyang,China,15,BA,TNK,BVX,2/21/2022,10:40 PM,8139.6,414,326.42,On Time,A2
NZ7374,Air New Zealand,Auckland Airport,Liushan,China,4:40 AM,Sydney Airport,Talitsy,Russia,2,NZ,BHO,SEO,8/31/2022,8:39 AM,6811.87,190,55.53,On Time,C1
AI8540,Air India,Indira Gandhi International,Zinat,Morocco,8:46 PM,Chhatrapati Shivaji International,Cabungan,Philippines,2,AI,FPY,THU,11/10/2022,10:23 AM,560.21,371,447.54,Delayed,B1
LA1185,LATAM Airlines,São Paulo/Guarulhos International,Ar Rass,Saudi Arabia,5:32 AM,Munich Airport,Malaga,Spain,18,LA,BQB,GXH,3/10/2022,4:29 PM,2950.16,461,390.29,On Time,C2
AC2304,Air Canada,Toronto Pearson,Geshan,China,8:44 PM,Miami International,Rancagadog,Indonesia,4,AC,VOG,KLD,12/3/2022,5:29 PM,3056.73,265,66.08,On Time,A3
NZ4265,Air New Zealand,Auckland Airport,Alangalang,Philippines,10:08 PM,Miami International,Luisiana,Philippines,13,NZ,FRS,MBK,4/7/2022,9:00 AM,7049.44,67,186.61,Delayed,B2
